"fipstate","year","naics","emp","qp1","ap","est"
"32",1999,"321///",1126,5851,26818,50
"32",1999,"322///",627,6295,24315,19
"32",1999,"323///",3339,24475,104341,221
"32",1999,"324///",0,0,0,5
"32",1999,"325///",1325,13168,56863,82
"32",1999,"326///",3784,26003,111267,98
"32",1999,"327///",3889,35737,153821,114
"32",1999,"331///",1344,13437,51599,24
"32",1999,"332///",4803,36557,161278,257
"32",1999,"333///",1677,14310,58270,94
"32",1999,"334///",3221,30373,129330,102
"32",1999,"335///",0,0,0,29
"32",1999,"336///",0,0,0,53
"32",1999,"337///",1945,13440,57814,108
"32",1999,"339///",5717,53001,220808,252
"32",1999,"421///",18187,164993,724800,1634
"32",1999,"422///",12070,105106,442804,866
"32",1999,"441///",13831,114641,514471,718
"32",1999,"442///",3712,20603,93556,398
"32",1999,"443///",2978,16034,69731,311
"32",1999,"444///",8018,48082,210723,474
"32",1999,"445///",19365,89379,380134,745
"32",1999,"446///",6130,29903,124719,493
"32",1999,"447///",7040,24662,111658,641
"32",1999,"448///",9744,39090,168368,1092
"32",1999,"451///",4092,13696,60041,418
"32",1999,"452///",15251,64120,266746,150
"32",1999,"453///",7339,29805,130343,1026
"32",1999,"454///",4422,34236,148730,327
"32",1999,"481///",7909,62171,230323,75
"32",1999,"483///",0,0,0,11
"32",1999,"484///",5820,42037,187834,447
"32",1999,"485///",9445,42836,187631,67
"32",1999,"486///",0,0,0,2
"32",1999,"487///",0,0,0,28
"32",1999,"488///",1997,11007,46794,186
"32",1999,"492///",0,0,0,105
"32",1999,"493///",1843,12169,52276,44
"32",1999,"511///",3080,27794,115132,201
"32",1999,"512///",1562,6132,27489,130
"32",1999,"513///",10138,95520,427062,373
"32",1999,"514///",728,6024,32080,186
"32",1999,"522///",18119,149192,601896,1502
"32",1999,"523///",3027,56054,210953,767
"32",1999,"524///",8322,77198,327681,1185
"32",1999,"525///",83,679,3000,41
"32",1999,"531///",10782,63601,282795,2136
"32",1999,"532///",7739,46815,200846,587
"32",1999,"533///",134,1096,4857,43
"32",1999,"541///",36692,345944,1609836,5196
"32",1999,"551///",8118,106455,408999,632
"32",1999,"561///",57065,291105,1290187,3034
"32",1999,"562///",2965,28825,103115,91
"32",1999,"611///",3618,17500,87626,337
"32",1999,"621///",26334,240627,1162915,3044
"32",1999,"622///",20929,167410,707509,42
"32",1999,"623///",6579,31101,140659,241
"32",1999,"624///",8344,26370,115508,606
"32",1999,"711///",2549,20919,105185,344
"32",1999,"712///",199,758,4783,28
"32",1999,"713///",22172,99486,440875,583
"32",1999,"721///",199531,1199694,5154742,629
"32",1999,"722///",57733,162615,706711,3250
"32",1999,"811///",8724,50791,220183,1486
"32",1999,"812///",9596,40151,176909,1028
"32",1999,"813///",8593,39207,169472,1024
"33",1999,"113///",0,0,0,147
"33",1999,"114///",0,0,0,14
"33",1999,"115///",0,0,0,37
"33",1999,"211///",0,0,0,1
"33",1999,"212///",0,0,0,34
"33",1999,"213///",0,0,0,8
"33",1999,"221///",3281,48116,193236,117
"33",1999,"233///",6282,46495,236895,1193
"33",1999,"234///",3457,27895,162076,233
"33",1999,"235///",14514,106661,523257,2597
"33",1999,"311///",2166,12298,59788,88
"33",1999,"312///",689,8957,33352,15
"33",1999,"313///",2053,13104,60643,33
"33",1999,"314///",1165,8685,42842,46
"33",1999,"315///",1038,5004,22330,52
"33",1999,"316///",1464,8473,38612,23
"33",1999,"321///",3718,22462,102994,163
"33",1999,"322///",3570,34479,147492,39
"33",1999,"323///",4987,34995,155277,227
"33",1999,"324///",90,444,3098,8
"33",1999,"325///",1700,16957,70641,57
"33",1999,"326///",6545,49313,217269,113
"33",1999,"327///",2120,17256,79853,82
"33",1999,"331///",3755,30116,119690,35
"33",1999,"332///",12688,102961,454224,436
"33",1999,"333///",8773,92125,405524,198
"33",1999,"334///",23489,245202,1042709,262
"33",1999,"335///",6304,48077,216926,64
"33",1999,"336///",2574,25933,95075,32
"33",1999,"337///",1571,10423,50510,104
"33",1999,"339///",6758,48725,205776,194
"33",1999,"421///",14988,152913,691670,1519
"33",1999,"422///",8751,79199,350966,621
"33",1999,"441///",10966,78192,379661,761
"33",1999,"442///",2878,15275,72553,369
"33",1999,"443///",2757,16112,71879,308
"33",1999,"444///",6741,39534,192115,597
"33",1999,"445///",18977,61563,262069,776
"33",1999,"446///",4459,18250,74864,377
"33",1999,"447///",4574,15134,68758,599
"33",1999,"448///",7496,23671,103148,849
"33",1999,"451///",4820,15688,68471,517
"33",1999,"452///",15571,53778,220930,247
"33",1999,"453///",4894,15970,74084,832
"33",1999,"454///",6514,43955,203084,375
"33",1999,"481///",0,0,0,33
"33",1999,"483///",0,0,0,2
"33",1999,"484///",5020,28703,127892,430
"33",1999,"485///",2957,9215,38426,124
"33",1999,"486///",0,0,0,3
"33",1999,"487///",0,0,0,18
"33",1999,"488///",0,0,0,85
"33",1999,"492///",6238,43164,192623,61
"33",1999,"493///",0,0,0,18
"33",1999,"511///",7582,92362,399734,272
"33",1999,"512///",664,3316,15799,86
"33",1999,"513///",4331,44812,186091,252
"33",1999,"514///",844,10048,40302,131
"33",1999,"522///",8126,71827,287912,628
"33",1999,"523///",1584,27129,117315,272
"33",1999,"524///",14044,127893,528078,774
"33",1999,"525///",42,309,2153,7
"33",1999,"531///",0,0,0,1049
"33",1999,"532///",0,0,0,353
"33",1999,"533///",0,0,0,3
"33",1999,"541///",22565,209214,995083,3794
"33",1999,"551///",8785,168177,881978,186
"33",1999,"561///",28760,163342,728210,1764
"33",1999,"562///",1376,17507,66945,121
"33",1999,"611///",21020,105032,450057,465
"33",1999,"621///",23213,189352,870923,1951
"33",1999,"622///",21285,150524,656504,37
"33",1999,"623///",11796,54765,229485,293
"33",1999,"624///",12016,40501,178622,944
"33",1999,"711///",1110,4697,27829,137
"33",1999,"712///",332,1267,6738,53
"33",1999,"713///",6553,19781,100915,432
"33",1999,"721///",9316,29605,138597,574
"33",1999,"722///",37060,91949,428159,2472
"33",1999,"811///",6040,37948,174608,1210
"33",1999,"812///",6180,23767,108075,1004
"33",1999,"813///",8447,32031,137536,1269
"34",1999,"113///",50,213,1425,12
"34",1999,"114///",218,1170,5783,78
"34",1999,"115///",476,1823,10358,120
"34",1999,"211///",0,0,0,9
"34",1999,"212///",2024,22212,105877,88
"34",1999,"213///",0,0,0,24
"34",1999,"221///",20106,322669,1329516,288
"34",1999,"233///",36523,327100,1514024,6401
"34",1999,"234///",16131,157090,859362,1008
"34",1999,"235///",100492,866148,4141161,15358
"34",1999,"311///",29232,229146,982578,1019
"34",1999,"312///",3564,41935,173537,53
"34",1999,"313///",7697,61512,251952,322
"34",1999,"314///",5236,28522,138369,271
"34",1999,"315///",16341,106498,471798,571
"34",1999,"316///",1971,19642,69178,47
"34",1999,"321///",2669,20420,92949,155
"34",1999,"322///",17199,168981,711028,258
"34",1999,"323///",30698,302540,1290750,1581
"34",1999,"324///",3624,63368,226630,69
"34",1999,"325///",65319,982054,4075866,777
"34",1999,"326///",32496,254528,1084509,600
"34",1999,"327///",13699,118383,529259,358
"34",1999,"331///",10041,103291,422976,141
"34",1999,"332///",37637,326524,1422791,1748
"34",1999,"333///",23991,243632,1051561,897
"34",1999,"334///",34730,398378,1685825,627
"34",1999,"335///",9444,79032,343470,264
"34",1999,"336///",11046,129794,535432,193
"34",1999,"337///",8495,59333,268013,512
"34",1999,"339///",25256,242730,1022585,985
"34",1999,"421///",145309,1731797,7436007,10433
"34",1999,"422///",130300,1493174,6390884,7003
"34",1999,"441///",44659,378017,1760428,2811
"34",1999,"442///",17296,100093,458471,2036
"34",1999,"443///",10677,69048,296002,1370
"34",1999,"444///",29129,188266,889311,2293
"34",1999,"445///",105067,426590,1858355,6689
"34",1999,"446///",32967,144866,622355,2910
"34",1999,"447///",16694,61793,258788,2989
"34",1999,"448///",49934,175690,790828,5660
"34",1999,"451///",17332,62241,277457,1952
"34",1999,"452///",55219,195044,855727,890
"34",1999,"453///",21749,79397,366185,3573
"34",1999,"454///",21362,200320,804473,1409
"34",1999,"481///",16461,178939,718107,106
"34",1999,"483///",2487,27513,115827,85
"34",1999,"484///",49762,364115,1676108,3176
"34",1999,"485///",35725,198749,871617,1104
"34",1999,"486///",0,0,0,22
"34",1999,"487///",0,0,0,98
"34",1999,"488///",18765,179567,811512,1257
"34",1999,"492///",22970,158323,687446,433
"34",1999,"493///",10739,70499,312212,395
"34",1999,"511///",36798,480259,2061324,1088
"34",1999,"512///",7022,36487,161436,521
"34",1999,"513///",65039,1396851,4008034,1437
"34",1999,"514///",12190,147369,616511,773
"34",1999,"522///",66929,715949,2743663,4615
"34",1999,"523///",46339,1339826,4431974,3137
"34",1999,"524///",91739,1278547,5014008,4341
"34",1999,"525///",1012,11728,59653,41
"34",1999,"531///",34539,256596,1118203,6785
"34",1999,"532///",17184,135226,572624,1554
"34",1999,"533///",1284,23204,89510,67
"34",1999,"541///",251175,3072215,13910472,29419
"34",1999,"551///",147367,3151000,11760671,1480
"34",1999,"561///",255266,1359115,6024332,12584
"34",1999,"562///",11327,97413,424118,563
"34",1999,"611///",73596,466582,1943032,2464
"34",1999,"621///",143431,1222262,5781602,17400
"34",1999,"622///",151603,1300214,5488806,136
"34",1999,"623///",66268,340932,1460255,1097
"34",1999,"624///",51920,191718,834727,3241
"34",1999,"711///",6179,87208,334318,870
"34",1999,"712///",1799,6816,30973,107
"34",1999,"713///",27881,92578,521715,1976
"34",1999,"721///",71980,420999,1815818,1354
"34",1999,"722///",178759,498374,2275318,15033
"34",1999,"811///",35906,244499,1081319,7124
"34",1999,"812///",44618,179936,812957,8367
"34",1999,"813///",63234,295583,1233070,6812
"35",1999,"113///",0,0,0,16
"35",1999,"114///",0,0,0,1
"35",1999,"115///",0,0,0,73
"35",1999,"211///",2417,29864,128549,204
"35",1999,"212///",4283,50191,202979,62
"35",1999,"213///",5245,41395,177778,300
"35",1999,"221///",5786,72333,270637,209
"35",1999,"233///",13505,75625,356470,1890
"35",1999,"234///",8308,46775,221935,209
"35",1999,"235///",22446,121009,568951,2774
"35",1999,"311///",3505,19340,87431,135
"35",1999,"312///",0,0,0,18
"35",1999,"313///",60,180,854,14
"35",1999,"314///",0,0,0,17
"35",1999,"315///",0,0,0,26
"35",1999,"316///",0,0,0,15
"35",1999,"321///",1825,9861,42503,83
"35",1999,"322///",0,0,0,11
"35",1999,"323///",1481,8489,35636,184
"35",1999,"324///",825,9583,40563,14
"35",1999,"325///",1688,16696,65227,39
"35",1999,"326///",683,4320,19275,35
"35",1999,"327///",2582,18521,83593,125
"35",1999,"331///",1200,11262,46239,28
"35",1999,"332///",2766,18697,81263,222
"35",1999,"333///",1231,8539,38288,60
"35",1999,"334///",10648,106275,402586,78
"35",1999,"335///",1257,8311,40968,31
"35",1999,"336///",0,0,0,34
"35",1999,"337///",926,4004,18443,128
"35",1999,"339///",4353,23489,102519,280
"35",1999,"421///",12467,101626,426391,1416
"35",1999,"422///",8803,60754,257145,747
"35",1999,"441///",12241,82167,356388,843
"35",1999,"442///",4046,16604,75731,423
"35",1999,"443///",1962,9933,40393,301
"35",1999,"444///",7258,40018,172300,587
"35",1999,"445///",15369,60800,252750,707
"35",1999,"446///",5211,20155,84147,453
"35",1999,"447///",7336,23991,102631,906
"35",1999,"448///",7065,21262,92595,1014
"35",1999,"451///",3850,11638,48703,443
"35",1999,"452///",17505,64860,257504,229
"35",1999,"453///",6527,25958,118383,1150
"35",1999,"454///",3257,15954,71911,303
"35",1999,"481///",1689,11287,43640,49
"35",1999,"483///",0,0,0,1
"35",1999,"484///",7418,51226,210387,606
"35",1999,"485///",2733,8588,35931,154
"35",1999,"486///",484,8395,32398,60
"35",1999,"487///",0,0,0,7
"35",1999,"488///",745,3412,15406,120
"35",1999,"492///",1010,5979,23554,60
"35",1999,"493///",0,0,0,31
"35",1999,"511///",3336,24381,105385,209
"35",1999,"512///",1123,2994,14015,126
"35",1999,"513///",8970,75011,324973,371
"35",1999,"514///",676,6086,27222,102
"35",1999,"522///",14088,96152,381112,1380
"35",1999,"523///",0,0,0,287
"35",1999,"524///",7546,59911,243448,1043
"35",1999,"525///",0,0,0,12
"35",1999,"531///",5429,27170,120992,1535
"35",1999,"532///",0,0,0,428
"35",1999,"533///",0,0,0,7
"35",1999,"541///",36214,369278,1564701,4203
"35",1999,"551///",7925,111103,454205,197
"35",1999,"561///",30097,138672,597932,1716
"35",1999,"562///",2373,24541,98394,105
"35",1999,"611///",9499,41858,172850,473
"35",1999,"621///",24736,181897,812720,2623
"35",1999,"622///",26794,216603,892407,63
"35",1999,"623///",10530,41084,178253,267
"35",1999,"624///",11862,38574,163627,744
"35",1999,"711///",1263,5805,32215,189
"35",1999,"712///",429,1790,8390,51
"35",1999,"713///",9622,34607,151290,340
"35",1999,"721///",13670,42640,186245,763
"35",1999,"722///",52904,118422,512536,2927
"35",1999,"811///",7573,39029,167487,1492
"35",1999,"812///",5773,20172,86241,918
"35",1999,"813///",13322,48899,206628,1770
"36",1999,"113///",1024,5308,22708,291
"36",1999,"114///",184,958,5666,76
"36",1999,"115///",3727,25121,97171,281
"36",1999,"211///",286,2327,10055,44
"36",1999,"212///",3041,26646,135395,278
"36",1999,"213///",196,2300,9989,40
"36",1999,"221///",43668,718566,2909914,394
"36",1999,"233///",72121,633373,2980936,11571
"36",1999,"234///",23516,250250,1470084,1712
"36",1999,"235///",190743,1647930,8025240,25927
"36",1999,"311///",50194,341591,1468724,2164
"36",1999,"312///",7394,69677,288868,150
"36",1999,"313///",11070,106806,434244,528
"36",1999,"314///",9967,54943,250690,478
"36",1999,"315///",65297,349760,1528414,3552
"36",1999,"316///",4240,22165,101355,222
"36",1999,"321///",10978,63512,284384,619
"36",1999,"322///",24280,216979,927739,384
"36",1999,"323///",49982,431907,1879843,2860
"36",1999,"324///",1494,14289,89611,162
"36",1999,"325///",61052,681064,2899088,642
"36",1999,"326///",36818,261609,1132400,705
"36",1999,"327///",19675,168448,763537,713
"36",1999,"331///",17043,181662,740094,244
"36",1999,"332///",69164,551046,2390655,2775
"36",1999,"333///",65989,669776,2739356,1271
"36",1999,"334///",81816,878621,3656074,970
"36",1999,"335///",21110,172816,738442,419
"36",1999,"336///",43904,585047,2320700,426
"36",1999,"337///",22166,146777,648828,1150
"36",1999,"339///",54899,409176,1779488,2637
"36",1999,"421///",208867,2293565,9861587,19858
"36",1999,"422///",207484,2243352,9556849,17010
"36",1999,"441///",73489,542773,2555177,5534
"36",1999,"442///",29535,165122,740684,3868
"36",1999,"443///",20661,117990,510848,2801
"36",1999,"444///",58103,346244,1616235,5118
"36",1999,"445///",189864,677068,2949131,14632
"36",1999,"446///",69380,317949,1400305,6671
"36",1999,"447///",33721,112974,488386,5749
"36",1999,"448///",108899,450211,1974471,12415
"36",1999,"451///",38328,135898,590648,4413
"36",1999,"452///",112608,418210,1788706,2167
"36",1999,"453///",45282,195109,899176,8392
"36",1999,"454///",33155,258216,1129937,3152
"36",1999,"481///",41029,456198,1837916,348
"36",1999,"483///",3106,36031,174088,152
"36",1999,"484///",45399,295324,1357684,4016
"36",1999,"485///",54914,274276,1157027,2552
"36",1999,"486///",0,0,0,48
"36",1999,"487///",0,0,0,131
"36",1999,"488///",26845,215814,988801,2170
"36",1999,"492///",40796,288983,1218406,976
"36",1999,"493///",4479,28153,127482,317
"36",1999,"511///",88441,1307627,5371050,2508
"36",1999,"512///",29516,397581,1599843,2864
"36",1999,"513///",120239,1917672,7725563,2986
"36",1999,"514///",39375,456296,1910266,2083
"36",1999,"521///",0,0,0,2
"36",1999,"522///",211716,5144641,15771405,8526
"36",1999,"523///",195768,13646843,36527585,9784
"36",1999,"524///",172128,2771253,9808866,10003
"36",1999,"525///",0,0,0,117
"36",1999,"531///",121541,1046256,4442488,24282
"36",1999,"532///",27537,169700,766309,3160
"36",1999,"533///",2874,43041,200930,138
"36",1999,"541///",514993,6523940,29324399,51237
"36",1999,"551///",181880,4771207,16355228,2751
"36",1999,"561///",462462,2709425,11706586,21760
"36",1999,"562///",17703,155249,677100,1050
"36",1999,"611///",293927,1816752,7750698,5255
"36",1999,"621///",372262,2691878,12407997,33955
"36",1999,"622///",408763,3907303,16346399,324
"36",1999,"623///",199052,1134885,5021726,3720
"36",1999,"624///",169447,738315,3200796,8510
"36",1999,"711///",42456,530279,2374763,4377
"36",1999,"712///",13722,89457,399951,483
"36",1999,"713///",58831,201325,1059366,4251
"36",1999,"721///",74112,386144,1755416,2543
"36",1999,"722///",411318,1217230,5486501,34493
"36",1999,"811///",61676,369924,1628525,13811
"36",1999,"812///",89058,377964,1664010,16958
"36",1999,"813///",181948,1068230,4527610,18920
"37",1999,"113///",4364,23833,99667,727
"37",1999,"114///",0,0,0,31
"37",1999,"115///",0,0,0,261
"37",1999,"211///",0,0,0,5
"37",1999,"212///",3366,31599,128042,162
"37",1999,"213///",0,0,0,19
"37",1999,"221///",21280,320015,1189096,411
"37",1999,"233///",53380,384120,1712900,8178
"37",1999,"234///",31388,207046,988657,1600
"37",1999,"235///",135539,810233,3680367,16157
"37",1999,"311///",49897,286453,1226799,530
"37",1999,"312///",14883,163679,705685,71
"37",1999,"313///",102979,616776,2551890,683
"37",1999,"314///",22871,121032,508319,323
"37",1999,"315///",63146,298492,1230885,694
"37",1999,"316///",3027,17074,69881,40
"37",1999,"321///",34830,214445,906444,856
"37",1999,"322///",20976,205225,851426,194
"37",1999,"323///",20752,146086,624773,1106
"37",1999,"324///",1593,9193,51770,36
"37",1999,"325///",42484,447990,1830316,430
"37",1999,"326///",46686,350898,1497716,517
"37",1999,"327///",22834,181743,761092,591
"37",1999,"331///",7139,74387,293098,100
"37",1999,"332///",43725,324996,1396063,1504
"37",1999,"333///",42598,366509,1527970,762
"37",1999,"334///",47820,430740,1822090,316
"37",1999,"335///",33654,256885,1069615,206
"37",1999,"336///",36494,314812,1359112,319
"37",1999,"337///",78099,451447,1951049,1132
"37",1999,"339///",18182,120983,517740,727
"37",1999,"421///",102131,1019726,4252928,8216
"37",1999,"422///",66750,570464,2387526,4193
"37",1999,"441///",56429,406604,1821312,4515
"37",1999,"442///",20047,105182,457835,2474
"37",1999,"443///",10445,54103,225698,1271
"37",1999,"444///",41059,240520,1037668,3036
"37",1999,"445///",89067,281177,1161471,3851
"37",1999,"446///",24950,106789,483176,2339
"37",1999,"447///",29390,98904,424684,4717
"37",1999,"448///",37804,112521,490572,4616
"37",1999,"451///",14048,42884,193346,1875
"37",1999,"452///",72690,246572,1011345,1555
"37",1999,"453///",25532,104330,455147,4101
"37",1999,"454///",14516,76539,349066,1334
"37",1999,"481///",13535,154472,693696,108
"37",1999,"483///",0,0,0,27
"37",1999,"484///",51278,352866,1559562,3660
"37",1999,"485///",3301,11863,53950,288
"37",1999,"486///",0,0,0,24
"37",1999,"487///",0,0,0,62
"37",1999,"488///",9345,64630,287439,715
"37",1999,"492///",15299,90734,391142,292
"37",1999,"493///",3555,21814,95775,256
"37",1999,"511///",19221,180032,720903,710
"37",1999,"512///",4395,13763,60332,412
"37",1999,"513///",35168,374507,1595233,1482
"37",1999,"514///",7833,81592,323289,365
"37",1999,"521///",0,0,0,2
"37",1999,"522///",79400,905741,3068593,5471
"37",1999,"523///",8223,160869,607269,1149
"37",1999,"524///",50208,523332,2011996,4606
"37",1999,"525///",0,0,0,73
"37",1999,"531///",28146,187472,802866,5821
"37",1999,"532///",16980,91623,393683,1880
"37",1999,"533///",451,4544,17045,39
"37",1999,"541///",137948,1270529,5607275,17157
"37",1999,"551///",75594,1239889,4705537,1135
"37",1999,"561///",219675,892812,4061153,9494
"37",1999,"562///",7380,47600,212912,454
"37",1999,"611///",64234,381431,1671038,1540
"37",1999,"621///",118201,965988,4608048,9889
"37",1999,"622///",142063,1084502,4504676,167
"37",1999,"623///",77850,315164,1350801,2042
"37",1999,"624///",44936,145093,628446,3779
"37",1999,"711///",6519,91257,360379,669
"37",1999,"712///",2032,8672,39967,157
"37",1999,"713///",30589,106594,477007,2016
"37",1999,"721///",35885,113232,535165,1921
"37",1999,"722///",234536,534414,2354182,13003
"37",1999,"811///",34893,193456,842934,6868
"37",1999,"812///",31717,127947,556462,4687
"37",1999,"813///",70925,246743,1079667,9778
"38",1999,"114///",0,0,0,2
"38",1999,"115///",0,0,0,141
"38",1999,"211///",0,0,0,36
"38",1999,"212///",1530,20030,91569,28
"38",1999,"213///",0,0,0,132
"38",1999,"221///",3206,39637,162771,125
"38",1999,"233///",3485,23378,105154,566
"38",1999,"234///",1962,12990,125903,166
"38",1999,"235///",8471,50865,267323,1313
"38",1999,"311///",5265,33686,143994,115
"38",1999,"312///",0,0,0,9
"38",1999,"313///",0,0,0,1
"38",1999,"314///",0,0,0,12
"38",1999,"315///",0,0,0,15
"38",1999,"316///",0,0,0,2
"38",1999,"321///",998,5764,27624,21
"38",1999,"322///",0,0,0,3
"38",1999,"323///",850,4967,21903,81
"38",1999,"324///",0,0,0,2
"38",1999,"325///",0,0,0,12
"38",1999,"326///",961,4941,21059,33
"38",1999,"327///",0,0,0,57
"38",1999,"331///",0,0,0,3
"38",1999,"332///",1766,12829,57638,93
"38",1999,"333///",4955,46047,176215,85
"38",1999,"334///",1670,12160,50321,14
"38",1999,"335///",0,0,0,7
"38",1999,"336///",3014,18920,85742,41
"38",1999,"337///",1083,6155,25854,55
"38",1999,"339///",669,3657,16545,56
"38",1999,"421///",8276,59595,254622,774
"38",1999,"422///",9077,59843,247786,794
"38",1999,"441///",6242,37392,164475,479
"38",1999,"442///",1236,6354,27262,158
"38",1999,"443///",994,4804,19891,151
"38",1999,"444///",4277,23076,98385,440
"38",1999,"445///",7793,20861,86837,417
"38",1999,"446///",2277,9897,41748,277
"38",1999,"447///",4134,12534,53275,445
"38",1999,"448///",2297,6208,26036,326
"38",1999,"451///",1612,5193,20994,164
"38",1999,"452///",7145,21904,90163,97
"38",1999,"453///",2135,5362,24675,365
"38",1999,"454///",1502,7383,31168,180
"38",1999,"481///",0,0,0,22
"38",1999,"483///",0,0,0,1
"38",1999,"484///",5800,35805,155338,744
"38",1999,"485///",0,0,0,55
"38",1999,"486///",0,0,0,22
"38",1999,"488///",701,3784,17214,67
"38",1999,"492///",0,0,0,35
"38",1999,"493///",0,0,0,13
"38",1999,"511///",2935,21263,98066,97
"38",1999,"512///",0,0,0,33
"38",1999,"513///",0,0,0,194
"38",1999,"514///",0,0,0,42
"38",1999,"522///",7741,58765,224847,517
"38",1999,"523///",0,0,0,160
"38",1999,"524///",0,0,0,732
"38",1999,"525///",0,0,0,4
"38",1999,"531///",2199,7892,38276,502
"38",1999,"532///",0,0,0,150
"38",1999,"533///",0,0,0,6
"38",1999,"541///",8681,50214,244306,1252
"38",1999,"551///",2106,23187,85093,87
"38",1999,"561///",9495,38334,167711,687
"38",1999,"562///",492,2647,11548,76
"38",1999,"611///",3879,14260,56708,150
"38",1999,"621///",8782,74324,339116,802
"38",1999,"622///",0,0,0,52
"38",1999,"623///",12012,40564,167583,212
"38",1999,"624///",0,0,0,440
"38",1999,"711///",0,0,0,54
"38",1999,"712///",0,0,0,28
"38",1999,"713///",3283,8967,40986,296
"38",1999,"721///",4932,10535,47938,274
"38",1999,"722///",20416,38260,167009,1498
"38",1999,"811///",3094,14512,62377,701
"38",1999,"812///",3107,11546,50098,570
"38",1999,"813///",7397,18727,77537,1198
"39",1999,"113///",0,0,0,155
"39",1999,"114///",0,0,0,13
"39",1999,"115///",1321,5346,25082,212
"39",1999,"211///",1608,13742,56382,224
"39",1999,"212///",7883,75207,342976,332
"39",1999,"213///",1761,11648,52849,226
"39",1999,"221///",32741,455050,1728013,664
"39",1999,"233///",60335,436496,2107148,8259
"39",1999,"234///",22371,206894,1269709,1367
"39",1999,"235///",144604,1042236,5089763,17673
"39",1999,"311///",49886,370615,1618058,947
"39",1999,"312///",5717,58218,256069,76
"39",1999,"313///",3775,23135,102868,90
"39",1999,"314///",5291,25694,115668,233
"39",1999,"315///",3500,18433,98165,194
"39",1999,"316///",1832,9521,44303,42
"39",1999,"321///",20862,114814,537451,708
"39",1999,"322///",29586,290690,1180719,384
"39",1999,"323///",41349,328947,1351202,1712
"39",1999,"324///",5540,68195,284161,176
"39",1999,"325///",46613,527484,2151559,725
"39",1999,"326///",96904,725851,3141238,1194
"39",1999,"327///",37858,320911,1372142,842
"39",1999,"331///",72176,837770,3358776,513
"39",1999,"332///",145927,1205494,5205318,4317
"39",1999,"333///",107703,1073837,4432758,2245
"39",1999,"334///",34849,313845,1300786,542
"39",1999,"335///",46177,394827,1669653,400
"39",1999,"336///",173573,2316037,9272224,710
"39",1999,"337///",23065,152141,683869,730
"39",1999,"339///",30670,218962,947641,1150
"39",1999,"421///",159062,1541125,6529238,11923
"39",1999,"422///",96607,773391,3400135,5021
"39",1999,"441///",77908,542668,2449977,4981
"39",1999,"442///",20765,109633,477575,2381
"39",1999,"443///",17570,97225,415564,1736
"39",1999,"444///",52294,282928,1257350,4041
"39",1999,"445///",127835,414170,1730972,6035
"39",1999,"446///",44454,176604,778173,3562
"39",1999,"447///",36298,121628,518762,4356
"39",1999,"448///",45697,140777,620984,5374
"39",1999,"451///",22215,65974,291601,2611
"39",1999,"452///",116859,387017,1653672,1679
"39",1999,"453///",36037,109333,495776,4952
"39",1999,"454///",30654,165917,711537,1562
"39",1999,"481///",9667,95364,398495,146
"39",1999,"483///",0,0,0,44
"39",1999,"484///",64694,476797,2149949,4638
"39",1999,"485///",8077,25109,110906,349
"39",1999,"486///",1320,19612,71180,93
"39",1999,"487///",0,0,0,42
"39",1999,"488///",10866,76258,332791,993
"39",1999,"492///",31914,227070,962072,353
"39",1999,"493///",6089,38648,173174,307
"39",1999,"511///",39165,409530,1701603,909
"39",1999,"512///",9169,35460,141701,521
"39",1999,"513///",48336,546081,2200681,1722
"39",1999,"514///",14426,210631,735915,589
"39",1999,"521///",0,0,0,3
"39",1999,"522///",126273,1135417,4444043,7287
"39",1999,"523///",15888,367987,1432465,1771
"39",1999,"524///",111033,1086708,4214426,7641
"39",1999,"525///",0,0,0,35
"39",1999,"531///",40261,226722,993590,7051
"39",1999,"532///",23352,127619,560885,2604
"39",1999,"533///",647,4390,24148,63
"39",1999,"541///",217328,2087973,9169635,23556
"39",1999,"551///",143478,2503629,9230586,1911
"39",1999,"561///",303793,1279173,5770929,12958
"39",1999,"562///",14201,111253,490436,706
"39",1999,"611///",90554,401334,1705863,2465
"39",1999,"621///",191669,1533488,7171275,17970
"39",1999,"622///",226031,1676691,7211777,231
"39",1999,"623///",140887,600809,2588389,2549
"39",1999,"624///",78189,258021,1123957,4359
"39",1999,"711///",11901,96342,581594,794
"39",1999,"712///",4865,22755,102926,221
"39",1999,"713///",39377,121515,668655,2815
"39",1999,"721///",34564,107981,500511,1614
"39",1999,"722///",374500,806184,3554688,20737
"39",1999,"811///",60491,342140,1511042,8969
"39",1999,"812///",59024,218880,970884,8450
"39",1999,"813///",111465,380890,1622921,13215
"40",1999,"113///",0,0,0,52
"40",1999,"114///",0,0,0,3
"40",1999,"115///",1015,4737,19413,142
"40",1999,"211///",9924,123710,486080,1047
"40",1999,"212///",2156,14351,60360,115
"40",1999,"213///",10415,76945,329905,954
"40",1999,"221///",9162,121108,455346,424
"40",1999,"233///",12959,80047,361427,1943
"40",1999,"234///",10408,63093,345648,643
"40",1999,"235///",35079,197305,905481,5000
"40",1999,"311///",14725,88897,387379,250
"40",1999,"312///",0,0,0,24
"40",1999,"313///",405,2187,9154,22
"40",1999,"314///",1798,9001,37033,68
"40",1999,"315///",4655,17071,79392,92
"40",1999,"316///",0,0,0,20
"40",1999,"321///",3300,17076,74194,124
"40",1999,"322///",4470,42059,170912,46
"40",1999,"323///",6043,37436,161420,441
"40",1999,"324///",2668,29624,127474,43
