"fipstate","year","naics","emp","qp1","ap","est"
"18",2004,"236///",38514,340785,1501097,5209
"18",2004,"237///",15883,147065,852333,1058
"18",2004,"238///",86411,700582,3276419,10088
"18",2004,"311///",32444,257711,1077100,508
"18",2004,"312///",1610,20035,77804,46
"18",2004,"313///",352,2200,10281,24
"18",2004,"314///",3429,19287,87734,151
"18",2004,"315///",2143,13918,64512,81
"18",2004,"316///",582,4357,16454,16
"18",2004,"321///",18664,132723,613899,564
"18",2004,"322///",11447,116861,478718,167
"18",2004,"323///",18026,144801,604221,727
"18",2004,"324///",2554,34850,150621,68
"18",2004,"325///",23589,354761,1483344,308
"18",2004,"326///",45746,380399,1580309,548
"18",2004,"327///",16755,156993,690282,495
"18",2004,"331///",46161,643069,2652231,249
"18",2004,"332///",61406,540567,2305078,1866
"18",2004,"333///",38896,410766,1671496,935
"18",2004,"334///",17227,196931,810324,246
"18",2004,"335///",12685,133476,525820,162
"18",2004,"336///",139025,1651816,6962146,690
"18",2004,"337///",26648,194032,835781,531
"18",2004,"339///",24921,239021,1040874,686
"18",2004,"423///",68733,721153,3037775,5095
"18",2004,"424///",40872,400776,1704766,2289
"18",2004,"425///",5357,41174,183446,820
"18",2004,"441///",44813,342286,1480554,3209
"18",2004,"442///",10702,59958,253333,1350
"18",2004,"443///",9030,48047,196125,1030
"18",2004,"444///",31100,183000,785572,2237
"18",2004,"445///",62312,202256,835091,2647
"18",2004,"446///",22917,104801,431627,1598
"18",2004,"447///",24900,91867,381056,2759
"18",2004,"448///",27805,92906,379457,2619
"18",2004,"451///",12101,37608,160675,1302
"18",2004,"452///",72494,275842,1170538,1072
"18",2004,"453///",19921,72605,308740,2901
"18",2004,"454///",14054,97983,400313,1051
"18",2004,"481///",4894,50770,216040,63
"18",2004,"483///",0,0,0,10
"18",2004,"484///",54746,439157,1959143,3462
"18",2004,"485///",3629,14229,61634,239
"18",2004,"486///",410,7408,27937,51
"18",2004,"487///",83,442,2278,12
"18",2004,"488///",6486,54054,216799,557
"18",2004,"492///",0,0,0,281
"18",2004,"493///",17889,120403,517369,304
"18",2004,"511///",13790,125547,526926,449
"18",2004,"512///",3691,13489,54939,281
"18",2004,"515///",5021,47241,197908,186
"18",2004,"516///",98,1735,6915,16
"18",2004,"517///",18076,272796,947501,1041
"18",2004,"518///",6067,72682,275660,356
"18",2004,"519///",520,3397,12712,33
"18",2004,"521///",0,0,0,1
"18",2004,"522///",57712,575171,2241848,4588
"18",2004,"523///",8757,156337,588942,1364
"18",2004,"524///",44165,600087,2327835,4005
"18",2004,"525///",0,0,0,40
"18",2004,"531///",22206,151821,646955,4427
"18",2004,"532///",13083,78249,336769,1466
"18",2004,"533///",487,7868,30129,28
"18",2004,"541///",103265,1132355,4654421,12524
"18",2004,"551///",43354,923508,3238571,837
"18",2004,"561///",140999,784566,3516705,6356
"18",2004,"562///",8018,71598,303845,401
"18",2004,"611///",52272,280743,1158639,1333
"18",2004,"621///",104765,1004960,4660064,9240
"18",2004,"622///",132307,1181184,4846139,175
"18",2004,"623///",71178,360003,1491540,1795
"18",2004,"624///",46130,183871,758882,3003
"18",2004,"711///",6684,92059,370472,440
"18",2004,"712///",2092,11535,49904,149
"18",2004,"713///",23465,85303,404108,1473
"18",2004,"721///",31650,157247,633030,1147
"18",2004,"722///",212237,521159,2216416,11090
"18",2004,"811///",33608,225697,952018,5095
"18",2004,"812///",28552,116858,503901,4002
"18",2004,"813///",73349,301477,1253249,8146
"19",2004,"113///",0,0,0,27
"19",2004,"114///",0,0,0,5
"19",2004,"115///",0,0,0,249
"19",2004,"211///",0,0,0,10
"19",2004,"212///",0,0,0,191
"19",2004,"213///",0,0,0,11
"19",2004,"221///",8022,123251,481805,260
"19",2004,"236///",15759,124768,556684,2788
"19",2004,"237///",6263,51892,391826,679
"19",2004,"238///",39144,292637,1460107,5450
"19",2004,"311///",49364,411211,1738710,514
"19",2004,"312///",1818,15800,66672,16
"19",2004,"313///",0,0,0,15
"19",2004,"314///",1087,8681,42559,48
"19",2004,"315///",1962,11447,49086,57
"19",2004,"316///",0,0,0,12
"19",2004,"321///",10863,92908,406330,178
"19",2004,"322///",4601,45020,184626,55
"19",2004,"323///",8546,67584,279381,343
"19",2004,"324///",0,0,0,15
"19",2004,"325///",7139,91019,350714,143
"19",2004,"326///",14109,128857,535388,179
"19",2004,"327///",6368,52332,255359,335
"19",2004,"331///",8100,95923,410422,83
"19",2004,"332///",21814,186207,786928,626
"19",2004,"333///",31984,351111,1482587,418
"19",2004,"334///",10089,129776,620565,81
"19",2004,"335///",10444,90257,358151,44
"19",2004,"336///",16651,145339,597902,151
"19",2004,"337///",7924,64908,272329,224
"19",2004,"339///",5606,45148,183297,274
"19",2004,"423///",31537,301525,1280969,2506
"19",2004,"424///",27354,235318,1006500,1902
"19",2004,"425///",2532,20266,88049,414
"19",2004,"441///",23048,166267,719062,1905
"19",2004,"442///",5357,29604,125730,688
"19",2004,"443///",4402,20784,85197,620
"19",2004,"444///",16482,101896,435303,1632
"19",2004,"445///",35107,122576,520353,1098
"19",2004,"446///",9380,48825,207017,824
"19",2004,"447///",17700,59378,247921,1999
"19",2004,"448///",12508,41370,170890,1383
"19",2004,"451///",6750,21081,89054,729
"19",2004,"452///",32850,127513,534288,612
"19",2004,"453///",9175,26979,117261,1620
"19",2004,"454///",5492,35868,148798,699
"19",2004,"481///",439,3145,12036,44
"19",2004,"483///",0,0,0,7
"19",2004,"484///",33241,255428,1110788,2739
"19",2004,"485///",1762,5959,24415,99
"19",2004,"486///",388,6663,26380,53
"19",2004,"487///",0,0,0,6
"19",2004,"488///",2260,16978,74078,281
"19",2004,"492///",4723,34911,140265,185
"19",2004,"493///",5979,46944,198965,161
"19",2004,"511///",10571,101676,402055,410
"19",2004,"512///",0,0,0,172
"19",2004,"515///",2887,22358,89688,150
"19",2004,"516///",0,0,0,13
"19",2004,"517///",13144,141343,543157,630
"19",2004,"518///",7791,83852,318223,158
"19",2004,"519///",0,0,0,19
"19",2004,"521///",0,0,0,2
"19",2004,"522///",41993,488055,1749090,2272
"19",2004,"523///",0,0,0,848
"19",2004,"524///",44254,624289,2059010,2700
"19",2004,"525///",0,0,0,12
"19",2004,"531///",8160,51624,225345,2166
"19",2004,"532///",5359,29934,129082,600
"19",2004,"533///",151,1706,6536,16
"19",2004,"541///",41763,395171,1676538,6058
"19",2004,"551///",16020,264995,938917,431
"19",2004,"561///",57000,265802,1203375,2978
"19",2004,"562///",2810,18413,79501,323
"19",2004,"611///",33662,148636,618031,678
"19",2004,"621///",42613,420969,2006349,4299
"19",2004,"622///",64818,569572,2328913,132
"19",2004,"623///",53526,254773,1039878,1132
"19",2004,"624///",24731,83500,350887,1839
"19",2004,"711///",4205,17942,82396,293
"19",2004,"712///",909,3638,16917,115
"19",2004,"713///",15283,55991,258375,1008
"19",2004,"721///",15691,56661,244050,733
"19",2004,"722///",91580,195804,847113,5978
"19",2004,"811///",12708,70908,305686,2878
"19",2004,"812///",11826,46928,210417,2105
"19",2004,"813///",29572,113394,460623,4438
"20",2004,"113///",0,0,0,7
"20",2004,"114///",0,0,0,9
"20",2004,"115///",0,0,0,195
"20",2004,"211///",3100,36756,144518,372
"20",2004,"212///",1242,11824,52020,97
"20",2004,"213///",3402,28799,130459,411
"20",2004,"221///",6789,94566,377809,247
"20",2004,"236///",13175,103151,468499,2348
"20",2004,"237///",11330,98277,485262,580
"20",2004,"238///",38394,290343,1349093,4959
"20",2004,"311///",31100,220305,920530,308
"20",2004,"312///",499,4912,22802,19
"20",2004,"313///",104,672,3069,10
"20",2004,"314///",801,4657,20186,50
"20",2004,"315///",638,2711,12725,34
"20",2004,"316///",161,913,4199,6
"20",2004,"321///",2076,13304,57595,116
"20",2004,"322///",2621,24701,103565,31
"20",2004,"323///",11092,89498,365889,371
"20",2004,"324///",2191,30326,121261,37
"20",2004,"325///",7041,87805,355550,138
"20",2004,"326///",11807,107811,446756,142
"20",2004,"327///",5765,51118,226312,206
"20",2004,"331///",2475,21749,91337,46
"20",2004,"332///",13915,112284,482019,555
"20",2004,"333///",17104,163292,676739,333
"20",2004,"334///",5909,74142,297355,100
"20",2004,"335///",4041,36024,156267,54
"20",2004,"336///",42853,527247,2281979,185
"20",2004,"337///",6087,41609,182983,181
"20",2004,"339///",4956,36780,156538,257
"20",2004,"423///",37649,421188,1682295,2409
"20",2004,"424///",21863,211724,881805,1614
"20",2004,"425///",2762,21916,99096,530
"20",2004,"441///",18598,138592,590087,1619
"20",2004,"442///",6048,32887,137908,624
"20",2004,"443///",4362,22080,90531,519
"20",2004,"444///",12415,67010,295988,1168
"20",2004,"445///",26865,101511,407576,1414
"20",2004,"446///",8101,44062,189339,789
"20",2004,"447///",11001,36712,154207,1397
"20",2004,"448///",11879,38205,148120,1177
"20",2004,"451///",6744,20401,86268,593
"20",2004,"452///",31472,124207,520805,500
"20",2004,"453///",8087,27049,117249,1395
"20",2004,"454///",4205,25577,109748,553
"20",2004,"481///",0,0,0,44
"20",2004,"483///",0,0,0,2
"20",2004,"484///",17836,139670,606285,1744
"20",2004,"485///",5344,18280,77802,148
"20",2004,"486///",1193,22869,81332,131
"20",2004,"487///",0,0,0,9
"20",2004,"488///",5510,56013,253604,302
"20",2004,"492///",0,0,0,155
"20",2004,"493///",5356,39323,157335,116
"20",2004,"511///",10105,92458,369568,356
"20",2004,"512///",1888,4628,19708,133
"20",2004,"515///",2734,26326,103454,120
"20",2004,"516///",0,0,0,12
"20",2004,"517///",27596,571917,1752884,671
"20",2004,"518///",0,0,0,177
"20",2004,"519///",0,0,0,49
"20",2004,"522///",30658,309675,1207876,2195
"20",2004,"523///",0,0,0,888
"20",2004,"524///",23650,290086,1109227,2477
"20",2004,"525///",0,0,0,12
"20",2004,"531///",10344,67743,292245,2487
"20",2004,"532///",4658,29419,127617,595
"20",2004,"533///",241,2592,10857,26
"20",2004,"541///",60378,579087,2531457,7025
"20",2004,"551///",20604,390427,1378891,569
"20",2004,"561///",57138,315036,1431006,3093
"20",2004,"562///",3591,26171,113436,208
"20",2004,"611///",17589,86247,361644,690
"20",2004,"621///",50785,479940,2198112,4414
"20",2004,"622///",54969,487778,1981852,158
"20",2004,"623///",38709,171331,707952,987
"20",2004,"624///",22443,83003,344478,1680
"20",2004,"711///",1724,6851,31737,230
"20",2004,"712///",734,2574,11188,126
"20",2004,"713///",10327,31855,147817,726
"20",2004,"721///",11773,40751,176558,708
"20",2004,"722///",86738,207024,870343,4973
"20",2004,"811///",11398,68819,289957,2550
"20",2004,"812///",12179,48637,207959,1904
"20",2004,"813///",28532,115059,472467,3889
"21",2004,"113///",0,0,0,151
"21",2004,"114///",0,0,0,3
"21",2004,"115///",0,0,0,154
"21",2004,"211///",526,5178,22372,75
"21",2004,"212///",15162,177744,774742,354
"21",2004,"213///",2446,25618,104583,203
"21",2004,"221///",8496,139643,520303,334
"21",2004,"236///",19538,151594,701543,2454
"21",2004,"237///",12929,105933,554110,751
"21",2004,"238///",48977,344212,1547418,5930
"21",2004,"311///",23409,173839,730734,267
"21",2004,"312///",4212,48571,191323,49
"21",2004,"313///",1614,10671,45636,21
"21",2004,"314///",2131,14994,59947,65
"21",2004,"315///",7321,29952,121963,84
"21",2004,"316///",377,1995,8155,10
"21",2004,"321///",12288,69229,311064,428
"21",2004,"322///",10281,113600,472881,101
"21",2004,"323///",12821,115224,475189,381
"21",2004,"324///",1168,22732,86835,48
"21",2004,"325///",13325,197396,782227,177
"21",2004,"326///",20133,161601,674108,208
"21",2004,"327///",9898,87925,370327,282
"21",2004,"331///",12402,138115,574683,83
"21",2004,"332///",25399,222425,926928,747
"21",2004,"333///",17840,189161,767232,321
"21",2004,"334///",6208,151397,478710,70
"21",2004,"335///",10688,109095,424168,71
"21",2004,"336///",53060,619816,2792310,225
"21",2004,"337///",5721,37269,161329,225
"21",2004,"339///",7794,64986,260170,311
"21",2004,"423///",35987,356122,1475699,2756
"21",2004,"424///",29964,273371,1171447,1344
"21",2004,"425///",2702,21019,92104,495
"21",2004,"441///",27482,199446,846834,2205
"21",2004,"442///",7167,36339,152374,881
"21",2004,"443///",4773,24398,101804,628
"21",2004,"444///",18537,109285,478854,1525
"21",2004,"445///",43792,135191,562714,1931
"21",2004,"446///",15418,87035,376651,1261
"21",2004,"447///",18875,62287,263930,2271
"21",2004,"448///",16288,50436,200718,1714
"21",2004,"451///",5944,20839,89253,758
"21",2004,"452///",47132,188808,791207,929
"21",2004,"453///",11181,42604,186345,1954
"21",2004,"454///",6715,44269,176427,613
"21",2004,"481///",0,0,0,71
"21",2004,"483///",0,0,0,31
"21",2004,"484///",22433,173181,770686,2067
"21",2004,"485///",1935,6638,30206,115
"21",2004,"486///",655,11087,41959,40
"21",2004,"487///",0,0,0,14
"21",2004,"488///",4976,35918,156027,339
"21",2004,"492///",0,0,0,190
"21",2004,"493///",11190,81481,327093,209
"21",2004,"511///",7743,62532,257186,316
"21",2004,"512///",1995,5974,25788,163
"21",2004,"515///",3163,28567,115197,192
"21",2004,"516///",0,0,0,18
"21",2004,"517///",10927,114560,443574,697
"21",2004,"518///",6914,67627,256656,231
"21",2004,"519///",0,0,0,16
"21",2004,"521///",0,0,0,3
"21",2004,"522///",40160,335392,1347001,3246
"21",2004,"523///",3698,79337,297514,646
"21",2004,"524///",23050,281624,1069165,2272
"21",2004,"525///",0,0,0,14
"21",2004,"531///",11111,63757,274846,2685
"21",2004,"532///",0,0,0,930
"21",2004,"533///",0,0,0,13
"21",2004,"541///",59446,532484,2259523,7882
"21",2004,"551///",26538,555817,2142895,619
"21",2004,"561///",68709,313503,1423025,3383
"21",2004,"562///",4074,35062,138527,244
"21",2004,"611///",26813,129395,533913,859
"21",2004,"621///",69657,657551,3014326,6835
"21",2004,"622///",80512,707059,2912037,142
"21",2004,"623///",42103,203111,836107,969
"21",2004,"624///",28921,103235,438399,2061
"21",2004,"711///",4629,24579,112247,340
"21",2004,"712///",1122,4700,20856,83
"21",2004,"713///",10883,36062,176798,871
"21",2004,"721///",15605,50741,224649,793
"21",2004,"722///",127852,325121,1388298,6095
"21",2004,"811///",18192,110303,460272,2924
"21",2004,"812///",16050,72428,309813,2326
"21",2004,"813///",34156,139753,575023,4594
"22",2004,"113///",3766,22630,97059,463
"22",2004,"114///",149,705,3343,63
"22",2004,"115///",1380,6201,33456,217
"22",2004,"211///",8811,221157,770635,408
"22",2004,"212///",1565,15321,60125,63
"22",2004,"213///",31834,393347,1686498,914
"22",2004,"221///",11321,197374,692080,578
"22",2004,"236///",29531,249335,1016686,2311
"22",2004,"237///",33531,301560,1232840,788
"22",2004,"238///",59813,414513,1733544,5271
"22",2004,"311///",18796,119828,526793,379
"22",2004,"312///",1981,20103,74725,37
"22",2004,"313///",356,3058,12791,14
"22",2004,"314///",1029,4856,20050,68
"22",2004,"315///",1014,5078,24395,57
"22",2004,"316///",116,732,3306,8
"22",2004,"321///",8373,66250,271219,184
"22",2004,"322///",10610,148668,593650,64
"22",2004,"323///",3502,24070,98964,329
"22",2004,"324///",8724,220610,791271,65
"22",2004,"325///",22886,412074,1648470,237
"22",2004,"326///",4998,43508,172966,125
"22",2004,"327///",5565,44423,190285,190
"22",2004,"331///",2396,25690,96812,28
"22",2004,"332///",19904,186705,777378,666
"22",2004,"333///",8665,83431,349627,227
"22",2004,"334///",1421,14790,62465,61
"22",2004,"335///",1632,15845,67437,36
"22",2004,"336///",21045,257334,1036789,177
"22",2004,"337///",1524,8969,38030,178
"22",2004,"339///",4213,29099,122137,286
"22",2004,"423///",40908,397300,1658822,3509
"22",2004,"424///",30865,271343,1129992,1856
"22",2004,"425///",1836,14459,67711,348
"22",2004,"441///",29329,223261,952336,2013
"22",2004,"442///",8033,41245,166270,893
"22",2004,"443///",5429,27637,117476,627
"22",2004,"444///",18479,101109,440470,1385
"22",2004,"445///",39626,169110,582048,2439
"22",2004,"446///",16604,88007,374704,1534
"22",2004,"447///",20063,61376,254781,2359
"22",2004,"448///",22124,75148,280130,2352
"22",2004,"451///",6776,23101,98557,721
"22",2004,"452///",49154,203125,842583,956
"22",2004,"453///",11725,46750,194657,1913
"22",2004,"454///",4435,29043,118996,516
"22",2004,"481///",4217,50542,209634,98
"22",2004,"483///",10923,126324,509779,324
"22",2004,"484///",19749,137996,604022,1738
"22",2004,"485///",0,0,0,163
"22",2004,"486///",2623,47281,179726,210
"22",2004,"487///",0,0,0,49
"22",2004,"488///",13173,123613,512394,753
"22",2004,"492///",4272,33380,134443,152
"22",2004,"493///",4936,42288,169847,195
"22",2004,"511///",6284,50696,215186,253
"22",2004,"512///",2049,6194,27248,148
"22",2004,"515///",3808,35832,141421,159
"22",2004,"516///",0,0,0,11
"22",2004,"517///",16746,195325,772475,704
"22",2004,"518///",1681,14431,58672,192
"22",2004,"519///",0,0,0,17
"22",2004,"521///",0,0,0,1
"22",2004,"522///",39587,362207,1407020,3843
"22",2004,"523///",4799,86207,335145,1011
"22",2004,"524///",25769,280233,1160055,2692
"22",2004,"525///",0,0,0,20
"22",2004,"531///",14323,85312,362716,2939
"22",2004,"532///",17336,151369,617498,1424
"22",2004,"533///",235,2743,12257,35
"22",2004,"541///",81969,733390,3316325,11055
"22",2004,"551///",13700,306667,944770,537
"22",2004,"561///",98348,501540,2132125,4079
"22",2004,"562///",6595,53077,219367,310
"22",2004,"611///",38288,230331,954128,1013
"22",2004,"621///",80182,678478,3165339,7679
"22",2004,"622///",101948,866120,3527031,233
"22",2004,"623///",43879,168557,697789,874
"22",2004,"624///",33979,108836,461952,2368
"22",2004,"711///",9507,89972,332295,303
"22",2004,"712///",1761,8942,37452,93
"22",2004,"713///",22844,97074,397137,914
"22",2004,"721///",34614,157703,677157,849
"22",2004,"722///",142633,370635,1514277,7052
"22",2004,"811///",21501,141213,589693,3489
"22",2004,"812///",16860,67740,288769,2442
"22",2004,"813///",40884,151659,631020,4327
"23",2004,"113///",2934,23733,92994,475
"23",2004,"114///",407,4542,19361,255
"23",2004,"115///",239,1232,5683,59
"23",2004,"212///",0,0,0,24
"23",2004,"213///",0,0,0,2
"23",2004,"221///",2482,36769,133159,113
"23",2004,"236///",8072,59436,258603,1735
"23",2004,"237///",3337,30791,165355,326
"23",2004,"238///",16541,123529,600320,3203
"23",2004,"311///",7691,63755,257938,189
"23",2004,"312///",789,7822,34225,21
"23",2004,"313///",1279,10584,45001,31
"23",2004,"314///",1223,9142,41097,73
"23",2004,"315///",214,1354,6053,13
"23",2004,"316///",1857,14128,57334,20
"23",2004,"321///",6215,44410,195048,233
"23",2004,"322///",8460,115124,494297,29
"23",2004,"323///",3241,24938,97091,174
"23",2004,"324///",0,0,0,18
"23",2004,"325///",1817,30593,106309,52
"23",2004,"326///",2435,22623,94221,44
"23",2004,"327///",1347,9814,53036,98
"23",2004,"331///",0,0,0,10
"23",2004,"332///",4766,42425,178553,248
"23",2004,"333///",2305,22668,91771,87
"23",2004,"334///",3550,34892,168582,53
"23",2004,"335///",722,7486,30230,17
"23",2004,"336///",10208,109400,427476,118
"23",2004,"337///",1759,12134,54873,147
"23",2004,"339///",2619,18151,82146,170
"23",2004,"423///",10047,101087,426108,902
"23",2004,"424///",0,0,0,642
"23",2004,"425///",0,0,0,128
"23",2004,"441///",10826,81361,361330,877
"23",2004,"442///",2259,11692,52136,349
"23",2004,"443///",1678,7923,33980,228
"23",2004,"444///",6434,38968,182929,608
"23",2004,"445///",17708,72411,295650,905
"23",2004,"446///",3658,20868,91046,313
"23",2004,"447///",7776,27757,118080,914
"23",2004,"448///",6425,26653,110818,619
"23",2004,"451///",2916,10651,45981,394
"23",2004,"452///",11179,49358,209514,271
"23",2004,"453///",4583,18304,87095,964
"23",2004,"454///",6792,48799,191494,561
"23",2004,"481///",388,2733,11184,32
"23",2004,"483///",0,0,0,18
"23",2004,"484///",6001,46368,200527,817
"23",2004,"485///",1310,5065,22049,89
"23",2004,"486///",0,0,0,5
"23",2004,"487///",0,0,0,56
"23",2004,"488///",1478,10627,45233,168
"23",2004,"492///",0,0,0,63
"23",2004,"493///",2800,29319,109718,45
"23",2004,"511///",4248,40004,159369,190
"23",2004,"512///",481,1652,7588,88
"23",2004,"515///",1263,10757,45530,64
"23",2004,"516///",0,0,0,4
"23",2004,"517///",4233,55875,193607,264
"23",2004,"518///",907,14099,46695,56
"23",2004,"519///",0,0,0,100
"23",2004,"522///",13188,139308,569212,860
"23",2004,"523///",0,0,0,312
"23",2004,"524///",12346,172547,604897,693
"23",2004,"525///",0,0,0,7
"23",2004,"531///",0,0,0,1329
"23",2004,"532///",0,0,0,332
"23",2004,"533///",0,0,0,1
"23",2004,"541///",22540,216618,975155,3438
"23",2004,"551///",7150,112289,356837,186
"23",2004,"561///",23308,141069,607762,1647
"23",2004,"562///",1862,13936,61340,186
"23",2004,"611///",13695,82118,348343,474
"23",2004,"621///",25814,240928,1098972,2408
"23",2004,"622///",30050,276826,1187100,48
"23",2004,"623///",22661,112733,473131,779
"23",2004,"624///",18369,84813,353934,1318
"23",2004,"711///",1050,3722,22840,188
"23",2004,"712///",493,2755,13124,95
"23",2004,"713///",5215,17999,85958,593
"23",2004,"721///",8593,32566,199054,1033
"23",2004,"722///",36176,98738,494270,2800
"23",2004,"811///",5291,34185,143711,1219
"23",2004,"812///",4512,18426,80377,854
"23",2004,"813///",9636,41442,176010,1547
"24",2004,"113///",0,0,0,64
"24",2004,"114///",0,0,0,36
"24",2004,"115///",654,3843,17690,121
"24",2004,"211///",0,0,0,4
"24",2004,"212///",0,0,0,73
"24",2004,"213///",0,0,0,13
"24",2004,"221///",9904,241990,766404,111
"24",2004,"236///",42432,475279,1994378,5539
"24",2004,"237///",15151,132287,675056,848
"24",2004,"238///",121204,1086456,4990582,9910
"24",2004,"311///",14511,113053,477327,335
"24",2004,"312///",1572,14939,67087,35
"24",2004,"313///",1847,18537,76019,36
"24",2004,"314///",0,0,0,121
"24",2004,"315///",1830,11566,53098,73
"24",2004,"316///",0,0,0,9
"24",2004,"321///",4618,33106,145990,148
"24",2004,"322///",6393,70104,274714,47
"24",2004,"323///",16120,154957,653646,656
"24",2004,"324///",1031,10672,54000,45
"24",2004,"325///",11870,158380,633247,184
"24",2004,"326///",7101,68193,281261,118
"24",2004,"327///",5435,51407,226801,201
"24",2004,"331///",3645,58717,250749,29
"24",2004,"332///",11800,113370,485295,494
"24",2004,"333///",7955,97675,427348,172
"24",2004,"334///",23617,437911,1754039,233
"24",2004,"335///",1974,22259,86478,51
"24",2004,"336///",6899,85754,339593,124
"24",2004,"337///",4966,39378,167616,272
"24",2004,"339///",5725,53786,230107,430
"24",2004,"423///",53611,727686,2980843,3642
"24",2004,"424///",37485,391041,1646744,1754
"24",2004,"425///",3969,48209,220585,617
"24",2004,"441///",40864,372617,1617499,1759
"24",2004,"442///",11535,75037,317590,1210
"24",2004,"443///",9086,49396,205809,835
"24",2004,"444///",22761,156059,683173,1199
"24",2004,"445///",62635,314033,1256510,3496
"24",2004,"446///",19270,111166,453101,1633
"24",2004,"447///",15455,62352,262453,1729
"24",2004,"448///",32612,121215,496380,2871
"24",2004,"451///",12998,47744,201573,1126
"24",2004,"452///",45370,181988,772544,669
"24",2004,"453///",16057,63495,273980,2099
"24",2004,"454///",10534,84904,346118,903
"24",2004,"481///",4627,53010,228178,49
"24",2004,"483///",753,9296,43275,42
"24",2004,"484///",17393,142313,645664,1667
"24",2004,"485///",8730,38864,161920,685
"24",2004,"486///",108,1993,7673,12
"24",2004,"487///",313,1697,9592,57
"24",2004,"488///",8026,71027,299252,604
"24",2004,"492///",11559,95917,385598,271
"24",2004,"493///",11910,105496,434334,253
"24",2004,"511///",14792,217155,898090,594
"24",2004,"512///",3441,17681,81499,362
"24",2004,"515///",6682,266122,695662,167
"24",2004,"516///",340,5154,21655,31
"24",2004,"517///",33202,551679,1834777,1032
"24",2004,"518///",10650,161801,651664,440
"24",2004,"519///",1491,10559,44012,64
"24",2004,"521///",0,0,0,2
"24",2004,"522///",64512,871561,3276360,3900
"24",2004,"523///",13137,435449,1681322,1071
"24",2004,"524///",45510,673507,2392304,2880
"24",2004,"525///",0,0,0,95
"24",2004,"531///",36593,344972,1440200,5145
"24",2004,"532///",11932,99557,410885,999
"24",2004,"533///",915,20662,80567,36
"24",2004,"541///",215303,2982990,12722352,18717
"24",2004,"551///",50176,1129760,4372534,818
"24",2004,"561///",149630,948014,4296012,7234
"24",2004,"562///",8339,75990,327845,407
"24",2004,"611///",63423,514109,2163334,1808
"24",2004,"621///",92932,985838,4450600,10289
"24",2004,"622///",95166,1040940,4290769,99
"24",2004,"623///",63086,376598,1553511,1384
"24",2004,"624///",45672,214314,896113,2640
"24",2004,"711///",6685,78762,355494,566
"24",2004,"712///",1837,10211,45583,105
"24",2004,"713///",27200,90207,432217,1425
"24",2004,"721///",20868,94070,440389,739
"24",2004,"722///",163173,484052,2133200,9136
"24",2004,"811///",28048,220542,935429,4234
"24",2004,"812///",32907,149402,646701,4221
"24",2004,"813///",51629,331741,1370779,5210
"25",2004,"113///",0,0,0,54
"25",2004,"114///",0,0,0,256
"25",2004,"115///",446,2434,10976,113
"25",2004,"211///",0,0,0,8
"25",2004,"212///",0,0,0,81
"25",2004,"213///",0,0,0,17
"25",2004,"221///",12273,252402,963177,284
"25",2004,"236///",30806,350566,1634195,5481
"25",2004,"237///",14364,180731,981452,1072
"25",2004,"238///",84437,904661,4254624,12098
"25",2004,"311///",21329,180580,758542,698
"25",2004,"312///",2623,33539,151430,48
"25",2004,"313///",8918,80810,334105,121
"25",2004,"314///",3755,26297,110912,181
"25",2004,"315///",3870,23271,100464,189
"25",2004,"316///",1571,12385,50434,60
"25",2004,"321///",3101,23988,109907,235
"25",2004,"322///",14065,149150,612236,183
"25",2004,"323///",15834,150932,630858,910
"25",2004,"324///",812,9712,51094,58
"25",2004,"325///",19695,393008,1474600,335
"25",2004,"326///",15523,156484,653578,370
"25",2004,"327///",6321,75052,330213,253
"25",2004,"331///",3877,46831,182577,121
"25",2004,"332///",34146,368601,1572003,1481
"25",2004,"333///",21359,298599,1241902,625
"25",2004,"334///",63120,1105123,4460324,755
"25",2004,"335///",11841,142052,594016,225
"25",2004,"336///",9253,135466,600326,169
"25",2004,"337///",6126,56456,245557,378
"25",2004,"339///",27139,315679,1325263,868
"25",2004,"423///",79414,1300258,5213914,5221
"25",2004,"424///",55057,695522,2959644,2659
"25",2004,"425///",8821,109325,491144,1001
"25",2004,"441///",40456,373951,1615800,2359
"25",2004,"442///",16072,103147,446178,1497
"25",2004,"443///",11234,74158,309405,1100
"25",2004,"444///",27174,203341,927132,1782
"25",2004,"445///",90557,405548,1612184,4783
"25",2004,"446///",31307,152697,626285,1805
"25",2004,"447///",14197,64961,268964,2292
"25",2004,"448///",45343,191227,810357,3697
"25",2004,"451///",17664,69158,293527,1652
"25",2004,"452///",39661,179198,770220,625
"25",2004,"453///",18760,79184,353570,2899
"25",2004,"454///",17112,165221,671352,1414
"25",2004,"481///",8930,100318,417125,114
"25",2004,"483///",1763,26578,103544,52
"25",2004,"484///",16740,150402,690445,1516
"25",2004,"485///",17545,86325,369223,732
"25",2004,"486///",0,0,0,14
"25",2004,"487///",0,0,0,79
"25",2004,"488///",7495,76707,327571,613
"25",2004,"492///",11779,93701,374496,239
"25",2004,"493///",13756,140999,540323,276
"25",2004,"511///",45015,889298,3551491,1130
"25",2004,"512///",4569,29822,114496,423
"25",2004,"515///",5624,87622,351379,195
"25",2004,"516///",2219,46727,212997,58
"25",2004,"517///",30952,579114,1726478,1310
"25",2004,"518///",13310,255974,1006272,520
"25",2004,"519///",1182,10458,43696,137
"25",2004,"521///",0,0,0,1
"25",2004,"522///",80763,1568935,5842031,4082
"25",2004,"523///",62165,2995673,8384833,2034
